phuong_phap,nhom,symbol,khung,doan,nguong,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,song_sot,ghi_chu
elliott_zigzag,Elliott,usdcad,H4,VALID,0.1,370,-0.06456,39.46,0.894,-0.0546,31.64,-0.17656,0.05276,False,nan
wyckoff_spring,Wyckoff,usdcad,H4,IS,0.1,416,0.04778,43.75,1.087,0.0403,23.62,-0.06828,0.16477,False,nan
wyckoff_spring,Wyckoff,usdcad,H4,OOS,0.1,174,0.0904,45.98,1.168,0.0751,9.87,-0.08491,0.2687,False,nan
wyckoff_spring,Wyckoff,usdcad,H4,VALID,0.1,130,-0.07398,40.0,0.878,-0.0627,19.45,-0.25964,0.13215,False,nan
sd_zone,Supply/Demand,usdcad,H4,IS,0.1,1506,-0.06658,39.04,0.89,-0.0565,113.6,-0.12649,-0.00722,False,nan
sd_zone,Supply/Demand,usdcad,H4,OOS,0.1,640,0.00434,42.34,1.008,0.0037,37.99,-0.08797,0.09158,False,nan
sd_zone,Supply/Demand,usdcad,H4,VALID,0.1,395,-0.04956,40.0,0.917,-0.042,28.57,-0.16554,0.0672,False,nan
ctrl_rsi_diverg,Đối chứng,usdcad,H4,IS,0.1,990,-0.03153,40.3,0.947,-0.0266,58.9,-0.10569,0.04659,False,nan
ctrl_rsi_diverg,Đối chứng,usdcad,H4,OOS,0.1,409,0.02641,43.28,1.047,0.0222,37.25,-0.0861,0.14337,False,nan
ctrl_rsi_diverg,Đối chứng,usdcad,H4,VALID,0.1,252,-0.16168,35.71,0.75,-0.1405,54.85,-0.29585,-0.02503,False,nan
ctrl_channel_break,Đối chứng,usdcad,H4,IS,0.1,1189,-0.04963,40.2,0.916,-0.0425,82.35,-0.11515,0.01822,False,nan
ctrl_channel_break,Đối chứng,usdcad,H4,OOS,0.1,509,0.0316,43.42,1.056,0.0265,16.15,-0.07353,0.13741,False,nan
ctrl_channel_break,Đối chứng,usdcad,H4,VALID,0.1,316,-0.00674,41.77,0.988,-0.0057,18.02,-0.1333,0.12128,False,nan
ctrl_meanrev_z,Đối chứng,usdcad,H4,IS,0.5,2313,-0.03568,40.16,0.94,-0.0301,99.41,-0.08315,0.01543,False,nan
ctrl_meanrev_z,Đối chứng,usdcad,H4,OOS,0.5,1003,0.02162,42.57,1.038,0.0181,51.43,-0.05156,0.09079,False,nan
ctrl_meanrev_z,Đối chứng,usdcad,H4,VALID,0.5,602,-0.06097,39.7,0.898,-0.0519,58.72,-0.15262,0.03635,False,nan
pa_pinbar,PriceAction,usdchf,M5,IS,0.1,126690,-0.18264,40.62,0.73,-0.1533,23147.28,-0.18928,-0.1756,False,nan
pa_pinbar,PriceAction,usdchf,M5,OOS,0.1,50765,-0.33286,39.53,0.569,-0.2752,16906.31,-0.34353,-0.32281,False,nan
pa_pinbar,PriceAction,usdchf,M5,VALID,0.1,31037,-0.30633,39.58,0.59,-0.2579,9514.52,-0.31954,-0.29268,False,nan
pa_engulfing,PriceAction,usdchf,M5,IS,0.1,70252,-0.19967,39.89,0.706,-0.169,14028.29,-0.20838,-0.1909,False,nan
pa_engulfing,PriceAction,usdchf,M5,OOS,0.1,30897,-0.36339,38.34,0.538,-0.303,11232.04,-0.37638,-0.35022,False,nan
pa_engulfing,PriceAction,usdchf,M5,VALID,0.1,20569,-0.3034,39.82,0.59,-0.2567,6244.73,-0.31908,-0.28744,False,nan
pa_inside_outside,PriceAction,usdchf,M5,IS,0.1,35347,-0.17363,39.89,0.738,-0.1478,6142.38,-0.18597,-0.16193,False,nan
pa_inside_outside,PriceAction,usdchf,M5,OOS,0.1,11304,-0.32674,37.52,0.571,-0.2757,3698.34,-0.34916,-0.30502,False,nan
pa_inside_outside,PriceAction,usdchf,M5,VALID,0.1,12406,-0.30818,39.1,0.585,-0.2616,3826.08,-0.32849,-0.28828,False,nan
pa_bos,PriceAction,usdchf,M5,IS,0.1,104954,-0.23705,38.46,0.666,-0.1989,24895.57,-0.24435,-0.22975,False,nan
pa_bos,PriceAction,usdchf,M5,OOS,0.1,45968,-0.41957,37.07,0.492,-0.3475,19289.14,-0.43053,-0.40853,False,nan
pa_bos,PriceAction,usdchf,M5,VALID,0.1,25526,-0.34561,38.24,0.552,-0.291,8822.27,-0.35976,-0.33119,False,nan
smc_fvg,SMC/ICT,usdchf,M5,IS,0.1,109310,-0.22605,38.76,0.677,-0.1906,24715.72,-0.23281,-0.21903,False,nan
smc_fvg,SMC/ICT,usdchf,M5,OOS,0.1,48729,-0.40173,37.49,0.506,-0.3332,19577.49,-0.41268,-0.39065,False,nan
smc_fvg,SMC/ICT,usdchf,M5,VALID,0.1,26692,-0.32772,38.94,0.568,-0.2759,8750.72,-0.3421,-0.31288,False,nan
smc_order_block,SMC/ICT,usdchf,M5,IS,0.1,41873,-0.20606,39.02,0.701,-0.1739,8632.05,-0.21692,-0.19529,False,nan
smc_order_block,SMC/ICT,usdchf,M5,OOS,0.1,16540,-0.36554,37.13,0.537,-0.3072,6054.36,-0.38322,-0.34889,False,nan
smc_order_block,SMC/ICT,usdchf,M5,VALID,0.1,11382,-0.3411,38.19,0.558,-0.2868,3881.35,-0.36337,-0.31914,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M5,IS,0.1,39350,-0.11353,42.33,0.821,-0.096,4475.64,-0.12507,-0.102,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M5,OOS,0.1,11576,-0.24111,40.49,0.662,-0.2018,2806.2,-0.26376,-0.22076,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M5,VALID,0.1,13834,-0.2777,40.24,0.619,-0.2348,3846.09,-0.29831,-0.25848,False,nan
smc_premium_disc,SMC/ICT,usdchf,M5,IS,0.7,76677,-0.11321,43.49,0.823,-0.0944,8785.46,-0.12175,-0.10497,False,nan
smc_premium_disc,SMC/ICT,usdchf,M5,OOS,0.7,35290,-0.26253,43.15,0.644,-0.2137,9273.13,-0.2758,-0.24937,False,nan
smc_premium_disc,SMC/ICT,usdchf,M5,VALID,0.7,19564,-0.2439,42.03,0.659,-0.203,4782.16,-0.26016,-0.22682,False,nan
elliott_zigzag,Elliott,usdchf,M5,IS,0.1,67898,-0.23443,38.24,0.665,-0.1992,15927.42,-0.24319,-0.22546,False,nan
elliott_zigzag,Elliott,usdchf,M5,OOS,0.1,29619,-0.38846,37.84,0.517,-0.3225,11505.85,-0.4024,-0.37377,False,nan
elliott_zigzag,Elliott,usdchf,M5,VALID,0.1,17264,-0.32218,38.97,0.573,-0.2714,5562.53,-0.34066,-0.30418,False,nan
wyckoff_spring,Wyckoff,usdchf,M5,IS,0.1,9668,-0.08461,43.72,0.865,-0.0706,840.15,-0.10844,-0.0607,False,nan
wyckoff_spring,Wyckoff,usdchf,M5,OOS,0.1,2709,-0.26087,40.35,0.642,-0.2178,710.55,-0.30413,-0.21525,False,nan
wyckoff_spring,Wyckoff,usdchf,M5,VALID,0.1,3582,-0.23907,42.32,0.664,-0.1995,862.82,-0.27947,-0.20006,False,nan
sd_zone,Supply/Demand,usdchf,M5,IS,0.1,62908,-0.13561,42.34,0.791,-0.114,8552.97,-0.14541,-0.12651,False,nan
sd_zone,Supply/Demand,usdchf,M5,OOS,0.1,26899,-0.29954,40.99,0.603,-0.2463,8070.09,-0.31448,-0.28548,False,nan
sd_zone,Supply/Demand,usdchf,M5,VALID,0.1,17800,-0.27364,40.72,0.623,-0.2304,4886.07,-0.29056,-0.25652,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M5,IS,0.1,50821,-0.1288,43.41,0.801,-0.1072,6603.78,-0.1397,-0.11846,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M5,OOS,0.1,24997,-0.26814,43.45,0.636,-0.2176,6708.8,-0.28327,-0.25237,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M5,VALID,0.1,12169,-0.2484,41.99,0.652,-0.2076,3036.16,-0.27096,-0.22685,False,nan
ctrl_channel_break,Đối chứng,usdchf,M5,IS,0.1,58289,-0.23759,38.14,0.667,-0.1987,13857.18,-0.24687,-0.22822,False,nan
ctrl_channel_break,Đối chứng,usdchf,M5,OOS,0.1,25100,-0.41179,37.08,0.501,-0.3399,10338.52,-0.42734,-0.39648,False,nan
ctrl_channel_break,Đối chứng,usdchf,M5,VALID,0.1,15453,-0.34626,38.3,0.554,-0.2901,5353.81,-0.36563,-0.32832,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M5,IS,0.7,104278,-0.12528,43.31,0.807,-0.1041,13132.18,-0.13248,-0.11803,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M5,OOS,0.7,45076,-0.27214,43.15,0.634,-0.2207,12275.26,-0.28353,-0.26059,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M5,VALID,0.7,25777,-0.25278,42.11,0.65,-0.21,6519.84,-0.26727,-0.23712,False,nan
pa_pinbar,PriceAction,usdchf,M15,IS,0.1,41631,-0.0928,41.08,0.847,-0.0798,3939.59,-0.10367,-0.082,False,nan
pa_pinbar,PriceAction,usdchf,M15,OOS,0.1,17924,-0.1814,39.82,0.727,-0.1551,3256.7,-0.19913,-0.16368,False,nan
pa_pinbar,PriceAction,usdchf,M15,VALID,0.1,10494,-0.14622,40.99,0.773,-0.1251,1550.03,-0.16869,-0.12504,False,nan
pa_engulfing,PriceAction,usdchf,M15,IS,0.1,24674,-0.12928,39.78,0.79,-0.1131,3191.84,-0.143,-0.11465,False,nan
pa_engulfing,PriceAction,usdchf,M15,OOS,0.1,10929,-0.18875,39.67,0.713,-0.1636,2079.46,-0.20976,-0.16612,False,nan
pa_engulfing,PriceAction,usdchf,M15,VALID,0.1,6850,-0.16883,40.2,0.739,-0.1465,1160.17,-0.1967,-0.14136,False,nan
pa_inside_outside,PriceAction,usdchf,M15,IS,0.1,15074,-0.1077,40.29,0.822,-0.094,1645.8,-0.12627,-0.08943,False,nan
pa_inside_outside,PriceAction,usdchf,M15,OOS,0.1,5482,-0.18342,39.31,0.72,-0.159,1008.62,-0.21355,-0.15295,False,nan
pa_inside_outside,PriceAction,usdchf,M15,VALID,0.1,4598,-0.18624,39.63,0.715,-0.1623,868.35,-0.2197,-0.15499,False,nan
pa_bos,PriceAction,usdchf,M15,IS,0.1,33514,-0.12709,39.48,0.798,-0.1091,4273.52,-0.13994,-0.11351,False,nan
pa_bos,PriceAction,usdchf,M15,OOS,0.1,14503,-0.21554,38.34,0.686,-0.1844,3128.12,-0.23454,-0.1971,False,nan
pa_bos,PriceAction,usdchf,M15,VALID,0.1,8310,-0.18585,39.54,0.72,-0.1598,1554.54,-0.21206,-0.16059,False,nan
smc_fvg,SMC/ICT,usdchf,M15,IS,0.1,32535,-0.1141,39.99,0.815,-0.0986,3724.98,-0.12683,-0.10107,False,nan
smc_fvg,SMC/ICT,usdchf,M15,OOS,0.1,14211,-0.19378,39.29,0.711,-0.1664,2755.77,-0.21253,-0.17359,False,nan
smc_fvg,SMC/ICT,usdchf,M15,VALID,0.1,8167,-0.17635,39.68,0.73,-0.1526,1450.97,-0.20243,-0.15025,False,nan
smc_order_block,SMC/ICT,usdchf,M15,IS,0.1,14317,-0.12193,39.71,0.808,-0.1039,1748.27,-0.14155,-0.10257,False,nan
smc_order_block,SMC/ICT,usdchf,M15,OOS,0.1,6195,-0.22963,37.87,0.67,-0.1963,1433.11,-0.25879,-0.20015,False,nan
smc_order_block,SMC/ICT,usdchf,M15,VALID,0.1,3649,-0.21275,38.72,0.691,-0.1813,776.57,-0.25013,-0.17499,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M15,IS,0.1,17687,-0.06832,42.14,0.885,-0.0587,1320.61,-0.08454,-0.05047,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M15,OOS,0.1,6547,-0.14287,41.06,0.777,-0.1222,943.85,-0.17091,-0.11529,False,nan
smc_liq_sweep,SMC/ICT,usdchf,M15,VALID,0.1,5408,-0.12979,41.86,0.796,-0.1107,717.34,-0.16079,-0.09852,False,nan
smc_premium_disc,SMC/ICT,usdchf,M15,IS,0.7,24806,-0.05616,42.95,0.905,-0.0481,1426.2,-0.07066,-0.04247,False,nan
smc_premium_disc,SMC/ICT,usdchf,M15,OOS,0.7,11246,-0.11347,42.47,0.821,-0.0962,1288.15,-0.1354,-0.09237,False,nan
smc_premium_disc,SMC/ICT,usdchf,M15,VALID,0.7,6523,-0.11467,42.17,0.818,-0.0976,778.18,-0.14267,-0.08479,False,nan
elliott_zigzag,Elliott,usdchf,M15,IS,0.1,21120,-0.14527,38.79,0.768,-0.1272,3067.64,-0.16093,-0.12994,False,nan
elliott_zigzag,Elliott,usdchf,M15,OOS,0.1,9110,-0.19805,39.06,0.702,-0.1718,1808.37,-0.22062,-0.17463,False,nan
elliott_zigzag,Elliott,usdchf,M15,VALID,0.1,5396,-0.17025,39.9,0.738,-0.1475,922.13,-0.20028,-0.1377,False,nan
wyckoff_spring,Wyckoff,usdchf,M15,IS,0.1,5650,-0.05614,41.79,0.909,-0.0469,357.86,-0.08677,-0.02424,False,nan
wyckoff_spring,Wyckoff,usdchf,M15,OOS,0.1,2151,-0.13932,40.91,0.791,-0.1157,313.75,-0.19164,-0.08874,False,nan
wyckoff_spring,Wyckoff,usdchf,M15,VALID,0.1,1781,-0.12791,41.55,0.804,-0.1071,240.72,-0.18159,-0.07314,False,nan
sd_zone,Supply/Demand,usdchf,M15,IS,0.1,21417,-0.06844,42.22,0.884,-0.0591,1515.77,-0.08371,-0.05347,False,nan
sd_zone,Supply/Demand,usdchf,M15,OOS,0.1,9563,-0.14888,40.95,0.768,-0.128,1430.32,-0.17215,-0.12572,False,nan
sd_zone,Supply/Demand,usdchf,M15,VALID,0.1,6101,-0.13691,41.26,0.784,-0.1177,837.51,-0.16321,-0.10832,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M15,IS,0.1,15125,-0.05202,43.35,0.911,-0.0448,845.31,-0.07046,-0.03425,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M15,OOS,0.1,7264,-0.10621,42.83,0.829,-0.0906,801.65,-0.13353,-0.07846,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,M15,VALID,0.1,3855,-0.10826,42.52,0.825,-0.093,426.15,-0.14468,-0.07171,False,nan
ctrl_channel_break,Đối chứng,usdchf,M15,IS,0.1,19387,-0.12644,39.23,0.801,-0.1076,2464.47,-0.1427,-0.11111,False,nan
ctrl_channel_break,Đối chứng,usdchf,M15,OOS,0.1,8401,-0.21393,38.34,0.689,-0.1823,1804.43,-0.23967,-0.18915,False,nan
ctrl_channel_break,Đối chứng,usdchf,M15,VALID,0.1,5146,-0.21522,38.07,0.685,-0.1851,1110.63,-0.24666,-0.1834,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M15,IS,0.5,38850,-0.05699,42.97,0.904,-0.0487,2346.44,-0.0685,-0.04595,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M15,OOS,0.5,16832,-0.10975,42.81,0.826,-0.0929,1868.45,-0.12797,-0.09178,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,M15,VALID,0.5,9870,-0.12432,41.78,0.804,-0.1057,1230.24,-0.14739,-0.10133,False,nan
pa_pinbar,PriceAction,usdchf,H1,IS,0.7,3251,-0.04432,41.16,0.924,-0.0381,154.04,-0.08503,-0.00646,False,nan
pa_pinbar,PriceAction,usdchf,H1,OOS,0.7,1559,-0.09862,39.83,0.84,-0.0846,160.55,-0.15843,-0.03969,False,nan
pa_pinbar,PriceAction,usdchf,H1,VALID,0.7,696,-0.16736,37.5,0.737,-0.1474,121.34,-0.25155,-0.07875,False,nan
pa_engulfing,PriceAction,usdchf,H1,IS,0.1,5904,-0.06906,40.31,0.883,-0.0599,433.87,-0.09758,-0.03923,False,nan
pa_engulfing,PriceAction,usdchf,H1,OOS,0.1,2531,-0.00632,43.94,0.989,-0.0054,98.14,-0.05013,0.0394,False,nan
pa_engulfing,PriceAction,usdchf,H1,VALID,0.1,1583,-0.08414,40.37,0.859,-0.0729,138.92,-0.14076,-0.02786,False,nan
pa_inside_outside,PriceAction,usdchf,H1,IS,0.1,4650,-0.04335,40.88,0.927,-0.0368,228.9,-0.07806,-0.00868,False,nan
pa_inside_outside,PriceAction,usdchf,H1,OOS,0.1,1894,-0.07647,40.71,0.875,-0.0648,145.64,-0.13091,-0.02264,False,nan
pa_inside_outside,PriceAction,usdchf,H1,VALID,0.1,1242,-0.10227,39.61,0.834,-0.0878,134.31,-0.16878,-0.03336,False,nan
pa_bos,PriceAction,usdchf,H1,IS,0.1,8134,-0.03089,41.55,0.947,-0.0263,302.08,-0.05628,-0.00412,False,nan
pa_bos,PriceAction,usdchf,H1,OOS,0.1,3497,-0.05331,41.58,0.911,-0.0452,200.16,-0.09267,-0.0138,False,nan
pa_bos,PriceAction,usdchf,H1,VALID,0.1,2016,-0.09599,39.88,0.843,-0.0824,196.5,-0.14571,-0.04621,False,nan
smc_fvg,SMC/ICT,usdchf,H1,IS,0.1,7408,-0.01183,42.29,0.979,-0.0101,136.32,-0.03722,0.01394,False,nan
smc_fvg,SMC/ICT,usdchf,H1,OOS,0.1,3107,-0.0444,41.55,0.924,-0.038,141.29,-0.08574,-0.00218,False,nan
smc_fvg,SMC/ICT,usdchf,H1,VALID,0.1,1873,-0.1162,39.08,0.81,-0.1014,224.46,-0.16735,-0.06514,False,nan
smc_order_block,SMC/ICT,usdchf,H1,IS,0.1,3602,-0.00303,42.59,0.995,-0.0025,87.58,-0.04182,0.03768,False,nan
smc_order_block,SMC/ICT,usdchf,H1,OOS,0.1,1584,-0.07141,40.59,0.883,-0.0604,134.22,-0.13031,-0.01389,False,nan
smc_order_block,SMC/ICT,usdchf,H1,VALID,0.1,948,-0.11777,38.71,0.814,-0.1003,115.63,-0.19142,-0.04125,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H1,IS,0.1,4861,-0.0271,42.36,0.953,-0.0233,170.76,-0.05862,0.00578,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H1,OOS,0.1,2106,-0.08326,40.31,0.863,-0.0714,202.46,-0.13179,-0.03515,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H1,VALID,0.1,1388,-0.09732,40.35,0.84,-0.0843,139.77,-0.15559,-0.03497,False,nan
smc_premium_disc,SMC/ICT,usdchf,H1,IS,0.5,7462,-0.02504,42.46,0.956,-0.0215,238.78,-0.0505,0.003,False,nan
smc_premium_disc,SMC/ICT,usdchf,H1,OOS,0.5,3275,-0.07654,40.92,0.873,-0.0655,253.73,-0.11677,-0.03758,False,nan
smc_premium_disc,SMC/ICT,usdchf,H1,VALID,0.5,1909,-0.05929,41.96,0.899,-0.0511,129.62,-0.1121,-0.00822,False,nan
elliott_zigzag,Elliott,usdchf,H1,IS,0.1,4893,-0.04566,40.87,0.922,-0.0392,227.87,-0.07753,-0.01325,False,nan
elliott_zigzag,Elliott,usdchf,H1,OOS,0.1,2081,-0.06501,41.23,0.891,-0.0557,164.84,-0.11705,-0.01526,False,nan
elliott_zigzag,Elliott,usdchf,H1,VALID,0.1,1309,-0.0867,40.18,0.856,-0.0751,149.86,-0.15013,-0.02385,False,nan
wyckoff_spring,Wyckoff,usdchf,H1,IS,0.1,1388,0.04605,44.88,1.083,0.0387,49.61,-0.01617,0.1064,False,nan
wyckoff_spring,Wyckoff,usdchf,H1,OOS,0.1,587,-0.05365,41.74,0.911,-0.0451,51.07,-0.14913,0.04209,False,nan
wyckoff_spring,Wyckoff,usdchf,H1,VALID,0.1,415,-0.08128,40.0,0.866,-0.0695,44.38,-0.19238,0.03578,False,nan
sd_zone,Supply/Demand,usdchf,H1,IS,0.1,4945,-0.00372,43.3,0.993,-0.0032,95.7,-0.03554,0.02899,False,nan
sd_zone,Supply/Demand,usdchf,H1,OOS,0.1,2290,-0.08737,40.61,0.855,-0.0755,204.59,-0.13309,-0.04013,False,nan
sd_zone,Supply/Demand,usdchf,H1,VALID,0.1,1396,-0.04754,42.26,0.918,-0.0409,82.9,-0.1044,0.01401,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H1,IS,0.1,3468,0.01616,43.94,1.029,0.0138,62.67,-0.02399,0.05412,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H1,OOS,0.1,1596,-0.096,40.16,0.844,-0.0822,167.23,-0.15463,-0.03767,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H1,VALID,0.1,888,-0.04058,42.57,0.93,-0.035,48.15,-0.11682,0.0369,False,nan
ctrl_channel_break,Đối chứng,usdchf,H1,IS,0.1,4758,-0.01632,41.99,0.972,-0.0139,142.23,-0.04886,0.01818,False,nan
ctrl_channel_break,Đối chứng,usdchf,H1,OOS,0.1,2086,-0.06346,41.18,0.895,-0.0537,141.86,-0.11398,-0.01451,False,nan
ctrl_channel_break,Đối chứng,usdchf,H1,VALID,0.1,1215,-0.11164,38.85,0.821,-0.0957,145.3,-0.17744,-0.04703,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H1,IS,0.3,9628,-0.0229,42.47,0.96,-0.0197,260.13,-0.04567,0.00133,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H1,OOS,0.3,4078,-0.05007,41.69,0.915,-0.0428,225.84,-0.08656,-0.01354,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H1,VALID,0.3,2454,-0.07855,40.87,0.869,-0.0678,201.68,-0.12367,-0.03359,False,nan
pa_pinbar,PriceAction,usdchf,H4,IS,0.7,731,0.04974,44.19,1.09,0.0416,18.12,-0.03087,0.13973,False,nan
pa_pinbar,PriceAction,usdchf,H4,OOS,0.7,344,-0.11852,37.21,0.813,-0.1011,47.36,-0.23703,0.01157,False,nan
pa_pinbar,PriceAction,usdchf,H4,VALID,0.7,160,-0.05185,40.0,0.913,-0.0438,15.64,-0.23987,0.13902,False,nan
pa_engulfing,PriceAction,usdchf,H4,IS,0.1,1733,-0.02714,40.57,0.954,-0.0229,87.67,-0.0804,0.03016,False,nan
pa_engulfing,PriceAction,usdchf,H4,OOS,0.1,745,-0.09225,37.99,0.851,-0.0784,73.78,-0.17593,-0.00957,False,nan
pa_engulfing,PriceAction,usdchf,H4,VALID,0.1,432,-0.05897,40.74,0.901,-0.0503,33.86,-0.16712,0.04985,False,nan
pa_inside_outside,PriceAction,usdchf,H4,IS,0.1,1583,-0.01279,41.12,0.978,-0.0107,51.93,-0.0703,0.04566,False,nan
pa_inside_outside,PriceAction,usdchf,H4,OOS,0.1,628,-0.06995,39.97,0.885,-0.0593,53.71,-0.16179,0.01902,False,nan
pa_inside_outside,PriceAction,usdchf,H4,VALID,0.1,407,-0.04727,41.52,0.92,-0.0403,37.53,-0.16311,0.06951,False,nan
pa_bos,PriceAction,usdchf,H4,IS,0.1,2003,-0.0384,40.49,0.935,-0.0327,105.08,-0.08796,0.01323,False,nan
pa_bos,PriceAction,usdchf,H4,OOS,0.1,832,0.03896,43.63,1.069,0.0326,33.04,-0.04285,0.12163,False,nan
pa_bos,PriceAction,usdchf,H4,VALID,0.1,493,0.04601,43.81,1.085,0.039,18.94,-0.05702,0.15041,False,nan
smc_fvg,SMC/ICT,usdchf,H4,IS,0.1,2084,-0.02542,40.93,0.956,-0.0216,66.46,-0.07523,0.02381,False,nan
smc_fvg,SMC/ICT,usdchf,H4,OOS,0.1,850,0.0393,44.0,1.07,0.0328,38.4,-0.04093,0.12311,False,nan
smc_fvg,SMC/ICT,usdchf,H4,VALID,0.1,512,-0.04808,39.84,0.917,-0.0415,50.3,-0.14531,0.05411,False,nan
smc_order_block,SMC/ICT,usdchf,H4,IS,0.1,891,-0.04955,39.96,0.917,-0.042,53.81,-0.12994,0.02685,False,nan
smc_order_block,SMC/ICT,usdchf,H4,OOS,0.1,382,0.08815,45.81,1.164,0.0735,11.48,-0.03266,0.20662,False,nan
smc_order_block,SMC/ICT,usdchf,H4,VALID,0.1,202,0.17282,50.0,1.346,0.144,12.83,0.01107,0.34321,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H4,IS,0.1,1339,0.01738,42.57,1.031,0.0147,44.93,-0.04547,0.07942,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H4,OOS,0.1,576,-0.01125,41.84,0.981,-0.0095,28.18,-0.10956,0.08953,False,nan
smc_liq_sweep,SMC/ICT,usdchf,H4,VALID,0.1,359,0.01075,42.62,1.019,0.009,23.51,-0.10963,0.1347,False,nan
smc_premium_disc,SMC/ICT,usdchf,H4,IS,0.5,2005,-0.02092,41.0,0.964,-0.0177,92.46,-0.07313,0.03089,False,nan
smc_premium_disc,SMC/ICT,usdchf,H4,OOS,0.5,824,-0.06266,39.68,0.896,-0.0533,56.07,-0.14552,0.01878,False,nan
smc_premium_disc,SMC/ICT,usdchf,H4,VALID,0.5,479,0.02675,43.01,1.048,0.0225,26.16,-0.07818,0.13399,False,nan
elliott_zigzag,Elliott,usdchf,H4,IS,0.1,1473,-0.0529,39.31,0.913,-0.0445,99.07,-0.11509,0.00838,False,nan
elliott_zigzag,Elliott,usdchf,H4,OOS,0.1,627,-0.02967,41.63,0.949,-0.0251,65.13,-0.11967,0.06256,False,nan
elliott_zigzag,Elliott,usdchf,H4,VALID,0.1,363,-0.09713,38.57,0.843,-0.0828,43.08,-0.21433,0.01866,False,nan
wyckoff_spring,Wyckoff,usdchf,H4,IS,0.1,429,0.01212,42.19,1.021,0.0102,20.54,-0.1039,0.12172,False,nan
wyckoff_spring,Wyckoff,usdchf,H4,OOS,0.1,149,0.00558,41.61,1.01,0.0047,18.28,-0.19101,0.20038,False,nan
wyckoff_spring,Wyckoff,usdchf,H4,VALID,0.1,107,-0.01215,42.06,0.979,-0.0102,14.39,-0.24472,0.21223,False,nan
sd_zone,Supply/Demand,usdchf,H4,IS,0.1,1468,0.01005,42.44,1.018,0.0085,56.75,-0.0492,0.07278,False,nan
sd_zone,Supply/Demand,usdchf,H4,OOS,0.1,662,-0.03934,40.33,0.934,-0.0333,56.49,-0.12505,0.04434,False,nan
sd_zone,Supply/Demand,usdchf,H4,VALID,0.1,358,0.07466,44.69,1.137,0.0623,24.19,-0.04936,0.20357,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H4,IS,0.1,1000,-0.00378,41.8,0.993,-0.0032,35.92,-0.07674,0.06835,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H4,OOS,0.1,430,-0.04331,40.47,0.927,-0.0367,36.56,-0.14824,0.06817,False,nan
ctrl_rsi_diverg,Đối chứng,usdchf,H4,VALID,0.1,214,-0.15128,36.45,0.762,-0.1317,42.85,-0.30079,0.0173,False,nan
ctrl_channel_break,Đối chứng,usdchf,H4,IS,0.1,1175,-0.01373,41.53,0.976,-0.0117,60.27,-0.08206,0.054,False,nan
ctrl_channel_break,Đối chứng,usdchf,H4,OOS,0.1,511,0.01521,42.86,1.027,0.0127,17.22,-0.08486,0.11532,False,nan
ctrl_channel_break,Đối chứng,usdchf,H4,VALID,0.1,306,0.01249,42.16,1.022,0.0104,19.4,-0.12396,0.14235,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H4,IS,0.1,2568,0.00773,42.29,1.014,0.0065,54.62,-0.03479,0.053,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H4,OOS,0.1,1080,-0.06772,39.72,0.887,-0.0578,98.27,-0.13661,-0.00223,False,nan
ctrl_meanrev_z,Đối chứng,usdchf,H4,VALID,0.1,641,-0.0065,42.28,0.989,-0.0055,35.9,-0.1016,0.0801,False,nan
pa_pinbar,PriceAction,usdjpy,M5,IS,0.1,125888,-0.18675,41.18,0.725,-0.1571,23512.15,-0.19291,-0.18006,False,nan
